327;1414.00;20.00;2196.00;big
327;1428.00;20.43;2168.00;big
328;1989.00;15.60;2248.00;big
328;2012.00;17.05;2194.00;big
329;2100.00;13.55;2275.00;big
329;2042.00;16.08;2296.00;big
330;2059.00;15.95;2178.00;big
330;2104.00;15.65;2215.00;big
331;2037.00;19.10;2253.00;big
331;2069.00;19.40;2244.00;big
332;1856.00;15.05;2113.00;big
332;1905.00;11.90;2157.00;big
333;1976.00;14.60;2075.00;big
333;1956.00;15.78;2128.00;big
334;1922.00;18.40;2038.00;big
334;1861.00;16.50;2063.00;big
335;1917.00;19.10;2114.00;big
335;1927.00;19.85;2080.00;big
336;3125.00;13.70;2362.00;big
336;3167.00;12.75;2388.00;big
337;3135.00;18.10;2306.00;big
337;3184.00;18.10;2281.00;big
338;3218.00;16.63;2355.00;big
338;3238.00;14.45;2304.00;big
339;1726.00;13.55;1967.00;big
339;1654.00;14.82;1956.00;big
340;1719.00;19.85;1923.00;big
340;1682.00;19.60;1929.00;big
341;1740.00;17.55;1888.00;big
341;1657.00;17.80;1874.00;big
342;2466.00;14.45;2070.00;big
342;2526.00;16.85;2115.00;big
343;2473.00;15.55;2194.00;big
343;2518.00;16.45;2174.00;big
344;2422.00;15.90;2159.00;big
344;2413.00;13.15;2109.00;big
345;2465.00;19.90;2117.00;big
345;2490.00;19.65;2150.00;big
346;1067.00;17.18;2097.00;big
346;991.00;16.95;2098.00;big
347;1062.00;18.10;2172.00;big
347;995.00;18.70;2157.00;big
348;897.00;16.83;1908.00;big
348;884.00;16.23;1971.00;big
349;941.00;18.40;1986.00;big
349;979.00;17.75;1923.00;big
350;503.00;17.40;2184.00;big
350;570.00;19.80;2170.00;big
351;583.00;17.88;2112.00;big
351;504.00;16.95;2106.00;big
352;676.00;19.20;1829.00;big
352;637.00;20.35;1848.00;big
353;681.00;14.82;1887.00;big
353;599.00;15.90;1883.00;big
354;601.00;16.98;1804.00;big
354;670.00;18.05;1785.00;big
355;788.00;17.40;1711.00;big
355;857.00;18.70;1684.00;big
356;852.00;15.88;1621.00;big
356;781.00;18.08;1650.00;big
357;581.00;15.55;1626.00;big
357;665.00;13.53;1640.00;big
358;666.00;19.95;1567.00;big
358;593.00;19.20;1563.00;big
359;2396.00;18.40;1841.00;big
359;2427.00;18.70;1904.00;big
360;2374.00;17.05;1942.00;big
360;2343.00;17.90;1882.00;big
361;2645.00;18.35;1787.00;big
361;2590.00;18.55;1778.00;big
362;2665.00;17.15;1722.00;big
362;2586.00;17.52;1713.00;big
363;2921.00;20.00;1928.00;big
363;2858.00;18.70;1942.00;big
364;2852.00;17.73;1868.00;big
364;2929.00;22.73;1868.00;big
365;3125.00;17.52;1820.00;big
365;3187.00;20.80;1834.00;big
366;3196.00;18.48;1764.00;big
366;3104.00;17.10;1760.00;big
367;920.00;16.43;1446.00;big
367;1008.00;21.77;1455.00;big
368;954.00;20.20;1394.00;big
368;972.00;20.00;1429.00;big
369;948.00;13.98;1352.00;big
369;913.00;14.20;1379.00;big
370;1023.00;20.77;1406.00;big
370;999.00;13.55;1355.00;big
371;2059.00;16.10;1658.00;big
371;2136.00;16.45;1657.00;big
372;2055.00;16.45;1581.00;big
372;2136.00;18.35;1586.00;big
373;2090.00;19.00;1644.00;big
373;2100.00;20.80;1611.00;big
374;733.00;19.05;1332.00;big
374;673.00;18.65;1332.00;big
375;752.00;16.65;1264.00;big
375;677.00;19.05;1255.00;big
376;1729.00;16.15;1402.00;big
376;1811.00;13.95;1412.00;big
377;1751.00;18.55;1379.00;big
377;1791.00;18.70;1370.00;big
378;1723.00;16.27;1330.00;big
378;1811.00;16.73;1324.00;big
379;2443.00;18.27;1509.00;big
379;2359.00;17.15;1504.00;big
380;2442.00;16.85;1426.00;big
380;2357.00;15.63;1429.00;big
381;2380.00;20.00;1463.00;big
381;2415.00;20.20;1470.00;big
382;2765.00;17.18;1526.00;big
382;2829.00;18.65;1521.00;big
383;2853.00;16.80;1467.00;big
383;2771.00;17.48;1456.00;big
393;2083.00;16.08;1004.00;big
393;2149.00;14.10;982.00;big
394;2139.00;19.55;913.00;big
394;2060.00;16.38;900.00;big
395;2078.00;23.25;958.00;big
395;2115.00;20.00;933.00;big
396;2027.00;12.38;962.00;big
396;2046.00;13.57;991.00;big
397;1239.00;15.55;1053.00;big
397;1258.00;15.13;1016.00;big
398;1326.00;18.05;1098.00;big
398;1260.00;17.60;1092.00;big
399;1353.00;16.68;1051.00;big
399;1310.00;17.00;1011.00;big
400;716.00;16.40;978.00;big
400;799.00;21.75;989.00;big
401;787.00;17.75;1061.00;big
401;727.00;19.20;1053.00;big
402;196.00;18.85;971.00;big
402;251.00;17.25;998.00;big
403;270.00;17.83;922.00;big
403;190.00;17.75;915.00;big
404;277.00;19.80;660.00;big
404;205.00;18.93;671.00;big
405;498.00;15.63;436.00;big
405;579.00;16.95;454.00;big
406;506.00;16.93;360.00;big
406;596.00;18.20;374.00;big
407;558.00;22.40;420.00;big
407;535.00;21.83;383.00;big
408;803.00;16.00;827.00;big
408;877.00;15.28;833.00;big
409;853.00;20.95;804.00;big
409;830.00;20.65;770.00;big
410;804.00;17.88;739.00;big
410;883.00;23.20;749.00;big
411;1532.00;15.48;750.00;big
411;1613.00;13.53;755.00;big
412;1571.00;19.60;716.00;big
412;1602.00;19.05;691.00;big
413;1534.00;17.55;670.00;big
413;1605.00;16.48;659.00;big
414;2343.00;14.10;726.00;big
414;2268.00;15.13;722.00;big
415;2341.00;17.68;641.00;big
415;2263.00;16.08;632.00;big
416;2279.00;19.80;662.00;big
416;2307.00;20.43;694.00;big
417;2540.00;13.88;504.00;big
417;2621.00;16.52;512.00;big
418;2610.00;20.43;471.00;big
418;2568.00;18.80;464.00;big
419;2545.00;14.90;420.00;big
419;2632.00;17.68;431.00;big
420;2106.00;14.95;604.00;big
420;2132.00;16.35;577.00;big
421;2165.00;14.93;411.00;big
421;2082.00;16.52;398.00;big
422;2164.00;16.90;325.00;big
422;2082.00;15.63;319.00;big
423;2133.00;19.95;371.00;big
423;2104.00;19.55;366.00;big
424;1759.00;16.02;463.00;big
424;1830.00;15.03;496.00;big
425;1787.00;17.38;387.00;big
425;1863.00;16.25;408.00;big
426;1828.00;19.10;437.00;big
426;1802.00;19.55;452.00;big
427;1589.00;15.93;485.00;big
427;1673.00;16.85;473.00;big
428;1674.00;18.70;407.00;big
428;1584.00;16.95;400.00;big
429;1604.00;19.60;434.00;big
429;1643.00;23.70;441.00;big
430;1919.00;16.68;215.00;big
430;1845.00;13.78;203.00;big
431;1878.00;18.70;172.00;big
431;1906.00;19.50;177.00;big
432;1858.00;16.45;119.00;big
432;1943.00;17.02;137.00;big
433;1415.00;16.15;507.00;big
433;1335.00;13.35;495.00;big
434;1443.00;15.90;431.00;big
434;1360.00;17.18;411.00;big
435;1378.00;18.65;479.00;big
435;1408.00;19.10;449.00;big
436;1226.00;16.50;368.00;big
436;1150.00;16.23;365.00;big
437;1143.00;16.00;288.00;big
437;1226.00;17.60;286.00;big
438;1189.00;19.80;342.00;big
438;1207.00;20.50;309.00;big
439;1298.00;14.48;150.00;big
439;1216.00;16.55;147.00;big
440;1291.00;22.58;64.00;big
440;1206.00;15.03;65.00;big
441;1240.00;20.80;120.00;big
441;1277.00;21.25;101.00;big
442;994.00;15.93;174.00;big
442;1067.00;15.82;191.00;big
443;1029.00;19.25;160.00;big
443;1060.00;19.40;157.00;big
444;1087.00;17.05;112.00;big
444;1009.00;18.10;101.00;big
445;563.00;15.88;3064.00;big
445;643.00;16.70;3067.00;big
446;576.00;19.00;3007.00;big
446;643.00;18.33;2998.00;big
447;2145.00;19.55;2790.00;big
447;2183.00;19.40;2803.00;big
